isbn,title,author,description,loc,publisher,year,class,Course_name_eng,Course_description_thai,Course_description_eng,url
9786160822355,ระบบฐานข้อมูล (Database Systems) ฉบับปรับปรุงเพิ่มเติม,โอภาส เอี่ยมสิริวงศ์,"""ฐานข้อมูล"" จัดเป็นทรัพยากรอันทรงค่ายิ่งสำหรับทุกองค์กร ดังจะเห็นได้จากระบบสารสนเทศที่พัฒนา ขึ้นมานั้น ล้วนเกี่ยวข้องกับเทคโนโลยีฐานข้อมูลที่นำมาใช้จัดเก็บข้อมูลแทบทั้งสิ้นโดยเฉพาะฐานข้อมูลเชิงสัมพันธ์ (Relational Database) อย่างไรก็ตาม ก็มีนักคอมพิวเตอร์อยู่จำนวนไม่น้อยที่มีความรู้ด้านการเขียนโปรแกรมที่ดี แต่ยังขาดทักษะความรู้ด้านการออกแบบฐานข้อมูล กล่าวคือ ไม่รู้ว่าจะเขียนโปรแกรมเพื่อจัดเก็บข้อมูลอะไรบ้าง หรือข้อมูลต่างๆ ต้องมีการเชื่อมโยงกันอย่างไร สิ่งเหล่านี้ถือเป็นความท้าทายของนักคอมพิวเตอร์รุ่นใหม่ที่จำเป็นต้องเรียนรู้เพิ่มเติมเพื่อยกระดับความสามารถของตนให้สูงยิ่งขึ้น อีกทั้งยังเป็นการสร้างโอกาสความก้าวหน้าในงานได้อีกทางหนึ่ง ดังนั้น หนังสือ ระบบฐานข้อมูล เล่มนี้จะช่วยเติมเต็มให้คุณได้เรียนรู้ถึงเทคนิคการออกแบบฐานข้อมูลที่ถูกต้องตามหลักวิชา เพื่อเสริมสร้างความแข็งแกร่งและพร้อมที่จะยืนหยัดในวิชาชีพได้อย่างเต็มภาคภูมิโดยไม่ยาก""ระบบฐานข้อมูล (Database Systems) ฉบับปรับปรุงเพิ่มเติม"" เล่มนี้ ได้รับ การออกแบบเนื้อหาให้ครอบคลุมภาคทฤษฎีและภาคปฏิบัติ โดยได้ถ่ายทอดความรู้ไว้อย่างเพียงพอต่อการศึกษาในระดับอุดมศึกษา จึงเหมาะสำหรับใช้เป็นหนังสือประกอบ การเรียนหรืออ้างอิงของคณาจารย์ นิสิตนักศึกษาที่ศึกษาอยู่ในแขนงวิชาทางคอมพิวเตอร์และไอที รวมถึงผู้สนใจทั่วไปที่ต้องการยกระดับความรู้ด้านระบบฐานข้อมูล",บทที่ 1 ความรู้เบื้องต้นเกี่ยวกับระบบฐานข้อมูล (Introduction to Database Systems)บทที่ 2 สถาปัตยกรรมระบบฐานข้อมูล (Database System Architecture)บทที่ 3 แบบจำลองข้อมูล (Data Models)บทที่ 4 การวางแผน การออกแบบ และ การบริหารฐานข้อมูลบทที่ 5 แบบจำลอง E-R (The Entity-Relationship Model)บทที่ 6 แบบจำลอง EER (The Enhanced E-R Model)บทที่ 7 แบบจำลองเชิงสัมพันธ์และ การออกแบบฐานข้อมูลเชิงตรรกะบทที่ 8 คำสั่ง SQL (SQL Commands)บทที่ 9 การจัดการทรานแซกชัน (Transaction Management),บริษัท ซีเอ็ดยูเคชั่น จำกัด (มหาชน),2015,ระบบฐานข้อมูล,Database Systems,ระบบฐานข้อมูลเบื้องต้น สภาวะแวดล้อมของระบบฐานข้อมูล แบบจําลองระบบ ฐานข้อมูล คณิตศาสตร์พื้นฐานที่เกี่ยวข้องกับฐานข้อมูล ภาษาที่ใช้ในการกําหนดรูปแบบและจัดการ ฐานข้อมูล ทฤษฎีและ การใช้งาน ระบบ จัดการ ฐานข้อมูล เทคนิคและวิธีการวิเคราะห์ออกแบบระบบ ฐานข้อมูล กระบวนการพัฒนา ระบบฐานข้อมูล และแนวโน้มที่เกี่ยวข้องกับระบบฐานข้อมูลในอนาคต,"Principles of database, database environment, database system models,mathematics of database; data definition language and data manipulation language, theory and application in database; database management systems; techniques and methods in database analysis and design; database development processes; trend in database technology. ",https://images-se-ed.com/ws/Storage/Originals/978616/082/9786160822355L.jpg
9789740335108,รอบรู้ ประยุกต์ใช้ SQL Server,เกษม กมลชัยพิสิฐ,หนังสือเล่มนี้เน้นให้ผู้อ่านไดเข้าใจหลักการจัดการข้อมูล SQL Server ควบคู่ไปกับแนวทางการนำไปประยุกต์ใช้งาน พร้อมทั้งตัวอย่างที่สามารถนำไปใช้งานได้จริง เมื่ออ่านหนังสือเล่มนี้แล้วคุณจะสามารถ ติดตั้งและกำหนดค่าคุณสมบัติการทำงานของ SQL Server บริหาร จัดการ ฐานข้อมูลและตารางข้อมูล ใช้งานคำสั่ง Transact-SQL ตั้งแต่ขั้นพื้นฐานจนถึงระดับสูง เชื่อมต่อข้อมูลจากภายนอก เช่น เทกซ์ ไฟล์ หรือเอกซ์เซล ใช้งานแบตช์ (Batch) และสคริปต์ (Script) สร้างและใช้งานสโตร์โฟรซีเดอร์ (Stored Procedure) ใช้งานฟังก์ชันของ SQL Server ประเภทต่าง ๆ สร้างฟังก์ชันขึ้นใช้เอง (User Defined Function) ใช้งานทริกเกอร์ (Trigger) ใช้งานเคอร์เซอร์ (Cursor) เพื่อการประมวลผลข้อมูลที่ซับซ้อน สามารถจัดการข้อผิดพลาดด้วยคำสั่ง TRY…CATCH ใช้กลไกจัดการข้อมูลด้วย Transaction Locking Blocking และ Deadlock บริหาร จัดการผู้ใช้งานฐานข้อมูล สำรองข้อมูลและกู้คืนข้อมูล,บทที่ 1 แนะนำ SQL Server 2014บทที่ 2 ฐานข้อมูล (Database)บทที่ 3 ตาราง (Table)บทที่ 4 Insert Update Deleteบทที่ 5 Selectบทที่ 6 Join Unionบทที่ 7 วิว (View)บทที่ 8 อินเดกซ์ (Index)บทที่ 9 SQL Server Functionบทที่ 10 Conditional Processing Control of Flow และ Cursorsฯลฯ,สำนักพิมพ์แห่ง จุฬาลงกรณ์มหาวิทยาลัย,2016,ระบบฐานข้อมูล,Database Systems,ระบบฐานข้อมูลเบื้องต้น สภาวะแวดล้อมของระบบฐานข้อมูล แบบจําลองระบบ ฐานข้อมูล คณิตศาสตร์พื้นฐานที่เกี่ยวข้องกับฐานข้อมูล ภาษาที่ใช้ในการกําหนดรูปแบบและจัดการ ฐานข้อมูล ทฤษฎีและ การใช้งาน ระบบ จัดการ ฐานข้อมูล เทคนิคและวิธีการวิเคราะห์ออกแบบระบบ ฐานข้อมูล กระบวนการพัฒนา ระบบฐานข้อมูล และแนวโน้มที่เกี่ยวข้องกับระบบฐานข้อมูลในอนาคต,"Principles of database, database environment, database system models,mathematics of database; data definition language and data manipulation language, theory and application in database; database management systems; techniques and methods in database analysis and design; database development processes; trend in database technology. ",https://images-se-ed.com/ws/Storage/Originals/978974/033/9789740335108L.jpg
9789749918685,ระบบฐานข้อมูล,ผศ. สุจิตรา อดุลย์เกษม,หนังสือเล่มนี้ต้องการให้ผู้ศึกษาได้เรียนรู้ถึงศาสตร์วิชาฐานข้อมูล หลักการวิเคราะห์และออกแบบรวมถึงการปฏิบัติเพื่อฝึกฝนทักษะ โดยมีเนื้อหา ตั้งเเต่ระบบฐานข้อมูลเบื้องต้น การพัฒนา ฐานข้อมูล แบบจำลองข้อมูลเชิงสัมพันธ์ ภาษาสอบถามเชิงโครงสร้าง แบบจำลองอีอาร์ การออกแบบฐานข้อมูลเชิงตรรกะ การออกแบบฐานข้อมูลเชิงกายภาพ การบริหารข้อมูลและฐานข้อมูล การจัดการความปลอดภัยของฐานข้อมูล การจัดการทรานแซกชันและ การ ควบคุม ภาวะพร้อมกัน อธิบายโดยการใช้คำอธิบายที่ง่ายๆ และมีรูปประกอบท ตอน หนังสือเล่มนี้จึงเป็นประโยชน์อย่างยิ่งต่อสังคม ในการถ่ายทอดความที่มีให้แก่ผู้คนทั่วไปที่ต้องการเรียนรู้เทคโนโลยี คิดว่าน่าจะเป็นจุดเริ่มต้นที่ดีสำหรับทุกคนได้บ้าง,บทที่ 1 ระบบฐานข้อมูลเบื้องต้น (Introduction to Database Systems)บทที่ 2 การพัฒนา ฐานข้อมูล (Introduction to Database Development)บทที่ 3 แบบจำลองข้อมูลเชิงสัมพันธ์ (The Relational Data Model)บทที่ 4 ภาษาสอบถามเชิงโครงสร้าง (Structured Query Language)บทที่ 5 แบบจำลองอีอาร์ (Entity Relationship Model)บทที่ 6 การออกแบบฐานข้อมูลเชิงตรรกะ (Logical Database Design)บทที่ 7 การออกแบบฐานข้อมูลเชิงกายภาพ (Physical Database Design)บทที่ 8 การบริหารข้อมูลและฐานข้อมูล (Data and Database Administrations)บทที่ 9 การจัดการความปลอดภัยของฐานข้อมูล (Managing Data Security)บทที่ 10 การจัดการทรานแซกชันและ การ ควบคุม ภาวะพร้อมกัน (Transaction Management and Concurrency Control),บริษัท สำนักพิมพ์ท้อป จำกัด,2010,ระบบฐานข้อมูล,Database Systems,ระบบฐานข้อมูลเบื้องต้น สภาวะแวดล้อมของระบบฐานข้อมูล แบบจําลองระบบ ฐานข้อมูล คณิตศาสตร์พื้นฐานที่เกี่ยวข้องกับฐานข้อมูล ภาษาที่ใช้ในการกําหนดรูปแบบและจัดการ ฐานข้อมูล ทฤษฎีและ การใช้งาน ระบบ จัดการ ฐานข้อมูล เทคนิคและวิธีการวิเคราะห์ออกแบบระบบ ฐานข้อมูล กระบวนการพัฒนา ระบบฐานข้อมูล และแนวโน้มที่เกี่ยวข้องกับระบบฐานข้อมูลในอนาคต,"Principles of database, database environment, database system models,mathematics of database; data definition language and data manipulation language, theory and application in database; database management systems; techniques and methods in database analysis and design; database development processes; trend in database technology. ",https://images-se-ed.com/ws/Storage/Originals/978974/991/9789749918685L.jpg
9786160831104,ระบบ จัดการ ฐานข้อมูล (รหัสวิชา 3204-2004),ฝ่ายตำราวิชาการคอมพิวเตอร์,"หนังสือ ""ระบบ จัดการ ฐานข้อมูล รหัส 3204-2004"" ได้รับ การเรียบเรียงขึ้นมาเพื่อนำไปใช้เป็นหนังสือประกอบ การเรียนในหลักสูตรประกาศนียบัตรวิชาชีพชั้นสูง (ปวส.) พุทธศักราช 2557 ประเภทวิชาบริหารธุรกิจ สาขาวิชาคอมพิวเตอร์ธุรกิจ โดยมีเนื้อหาครอบคลุมและตรงตามหลักสูตรของสำนักงานคณะกรรมการการอาชีวศึกษา กระทรวงศึกษาธิการ หนังสือเล่มนี้ได้ถ่ายทอดความรู้เกี่ยวกับหลักการออกแบบฐานข้อมูลเชิงสัมพันธ์ ทั้งในภาคทฤษฎี และภาคปฏิบัติผ่านซอฟต์แวร์จัดการ ฐานข้อมูล MS-Access ในการสร้างฐานข้อมูล สร้างตาราง การเชื่อมโยงความสัมพันธ์ และ การเขียนชุดคำสั่ง SQL รวมถึงกรณีศึกษาการประยุกต์ใช้ฐานข้อมูลเพื่อพัฒนา ระบบงาน เพื่อให้ผู้ศึกษาได้เล็งเห็นความสำคัญของระบบฐานข้อมูลที่มีต่อผู้เกี่ยวข้อง ซึ่งจะช่วยให้ผู้อ่านได้รับความรู้ด้านการออกแบบฐานข้อมูล และ การเขียนชุดคำสั่งเพื่อสอบถามข้อมูลด้วยภาษา SQL เป็นอย่างดี เพื่อใช้เป็นพื้นฐานในการเรียนรู้ในขั้นสูงได้ต่อไป",บทที่ 1 ความรู้พื้นฐานเกี่ยวกับระบบฐานข้อมูลบทที่ 2 สถาปัตยกรรมระบบฐานข้อมูลบทที่ 3 การออกแบบและพัฒนา ระบบฐานข้อมูลบทที่ 4 แบบจำลองข้อมูลและฐานข้อมูลเชิงสัมพันธ์บทที่ 5 แผนภาพอีอาร์บทที่ 6 รูปแบบรรทัดฐาน (Normalization)บทที่ 7 การเขียนชุดคำสั่ง SQL ด้วยโปรแกรม MS-Accessบทที่ 8 การเกิดภาวะพร้อมกันและ การกู้คืนบทที่ 9 การประยุกต์ใช้ฐานข้อมูล,บริษัท ซีเอ็ดยูเคชั่น จำกัด (มหาชน),2017,ระบบฐานข้อมูล,Database Systems,ระบบฐานข้อมูลเบื้องต้น สภาวะแวดล้อมของระบบฐานข้อมูล แบบจําลองระบบ ฐานข้อมูล คณิตศาสตร์พื้นฐานที่เกี่ยวข้องกับฐานข้อมูล ภาษาที่ใช้ในการกําหนดรูปแบบและจัดการ ฐานข้อมูล ทฤษฎีและ การใช้งาน ระบบ จัดการ ฐานข้อมูล เทคนิคและวิธีการวิเคราะห์ออกแบบระบบ ฐานข้อมูล กระบวนการพัฒนา ระบบฐานข้อมูล และแนวโน้มที่เกี่ยวข้องกับระบบฐานข้อมูลในอนาคต,"Principles of database, database environment, database system models,mathematics of database; data definition language and data manipulation language, theory and application in database; database management systems; techniques and methods in database analysis and design; database development processes; trend in database technology. ",https://images-se-ed.com/ws/Storage/Originals/978616/083/9786160831104L.jpg
9786160822591,พื้นฐานการจัดการ ฐานข้อมูล (รหัสวิชา 2128-2008),"ชัชชัย จำลอง,สมโภชน์ ชื่นเอี่ยม","นำเสนอความรู้ที่สำคัญเกี่ยวกับ ""พื้นฐานการจัดการ ฐานข้อมูล"" ตั้งแต่หลักการของระบบฐานข้อมูล ชนิดและลักษณะของข้อมูล การสร้างฐานข้อมูล ตารางข้อมูล การสร้างความสัมพันธ์ระหว่างตาราง การสืบค้น แก้ไข ปรับปรุงข้อมูล การสร้างฟอร์ม และรายงานข้อมูล โดยในเล่มได้อธิบายการใช้งานโปรแกรมอย่างละเอียด เป็นขั้นตอน พร้อมภาพประกอบที่ชัดเจน เข้าใจง่าย เสริมทักษะด้วยแบบทดสอบประเมินผลการเรียน เพื่อให้นักศึกษาได้ทดสอบความรู้ความเข้าใจของเนื้อหาในแต่ละบท",บทที่ 1 ความรู้เบื้องต้นเกี่ยวกับฐานข้อมูลบทที่ 2 รู้จัก Access 2010บทที่ 3 การสร้างตารางเก็บข้อมูลบทที่ 4 การจัดการข้อมูลและตารางบทที่ 5 การสร้างคิวรีเบื้องต้นบทที่ 6 การสร้างแอกชั่นคิวรีบทที่ 7 ฟอร์มและคอนโทรลเบื้องต้นบทที่ 8 การจัดการคอนโทรลของฟอร์มบทที่ 9 การสร้างฟอร์มแบบซับซ้อนบทที่ 10 การสร้างรีพอร์ต,บริษัท ซีเอ็ดยูเคชั่น จำกัด (มหาชน),2015,ระบบฐานข้อมูล,Database Systems,ระบบฐานข้อมูลเบื้องต้น สภาวะแวดล้อมของระบบฐานข้อมูล แบบจําลองระบบ ฐานข้อมูล คณิตศาสตร์พื้นฐานที่เกี่ยวข้องกับฐานข้อมูล ภาษาที่ใช้ในการกําหนดรูปแบบและจัดการ ฐานข้อมูล ทฤษฎีและ การใช้งาน ระบบ จัดการ ฐานข้อมูล เทคนิคและวิธีการวิเคราะห์ออกแบบระบบ ฐานข้อมูล กระบวนการพัฒนา ระบบฐานข้อมูล และแนวโน้มที่เกี่ยวข้องกับระบบฐานข้อมูลในอนาคต,"Principles of database, database environment, database system models,mathematics of database; data definition language and data manipulation language, theory and application in database; database management systems; techniques and methods in database analysis and design; database development processes; trend in database technology. ",https://images-se-ed.com/ws/Storage/Originals/978616/082/9786160822591L.jpg
9789740335108,รอบรู้ ประยุกต์ใช้ SQL Server,เกษม กมลชัยพิสิฐ,หนังสือเล่มนี้เน้นให้ผู้อ่านไดเข้าใจหลักการจัดการข้อมูล SQL Server ควบคู่ไปกับแนวทางการนำไปประยุกต์ใช้งาน พร้อมทั้งตัวอย่างที่สามารถนำไปใช้งานได้จริง เมื่ออ่านหนังสือเล่มนี้แล้วคุณจะสามารถ ติดตั้งและกำหนดค่าคุณสมบัติการทำงานของ SQL Server บริหาร จัดการ ฐานข้อมูลและตารางข้อมูล ใช้งานคำสั่ง Transact-SQL ตั้งแต่ขั้นพื้นฐานจนถึงระดับสูง เชื่อมต่อข้อมูลจากภายนอก เช่น เทกซ์ ไฟล์ หรือเอกซ์เซล ใช้งานแบตช์ (Batch) และสคริปต์ (Script) สร้างและใช้งานสโตร์โฟรซีเดอร์ (Stored Procedure) ใช้งานฟังก์ชันของ SQL Server ประเภทต่าง ๆ สร้างฟังก์ชันขึ้นใช้เอง (User Defined Function) ใช้งานทริกเกอร์ (Trigger) ใช้งานเคอร์เซอร์ (Cursor) เพื่อการประมวลผลข้อมูลที่ซับซ้อน สามารถจัดการข้อผิดพลาดด้วยคำสั่ง TRY…CATCH ใช้กลไกจัดการข้อมูลด้วย Transaction Locking Blocking และ Deadlock บริหาร จัดการผู้ใช้งานฐานข้อมูล สำรองข้อมูลและกู้คืนข้อมูล,บทที่ 1 แนะนำ SQL Server 2014บทที่ 2 ฐานข้อมูล (Database)บทที่ 3 ตาราง (Table)บทที่ 4 Insert Update Deleteบทที่ 5 Selectบทที่ 6 Join Unionบทที่ 7 วิว (View)บทที่ 8 อินเดกซ์ (Index)บทที่ 9 SQL Server Functionบทที่ 10 Conditional Processing Control of Flow และ Cursors,สำนักพิมพ์แห่ง จุฬาลงกรณ์มหาวิทยาลัย,2016,ระบบฐานข้อมูล,Database Systems,ระบบฐานข้อมูลเบื้องต้น สภาวะแวดล้อมของระบบฐานข้อมูล แบบจําลองระบบ ฐานข้อมูล คณิตศาสตร์พื้นฐานที่เกี่ยวข้องกับฐานข้อมูล ภาษาที่ใช้ในการกําหนดรูปแบบและจัดการ ฐานข้อมูล ทฤษฎีและ การใช้งาน ระบบ จัดการ ฐานข้อมูล เทคนิคและวิธีการวิเคราะห์ออกแบบระบบ ฐานข้อมูล กระบวนการพัฒนา ระบบฐานข้อมูล และแนวโน้มที่เกี่ยวข้องกับระบบฐานข้อมูลในอนาคต,"Principles of database, database environment, database system models,mathematics of database; data definition language and data manipulation language, theory and application in database; database management systems; techniques and methods in database analysis and design; database development processes; trend in database technology. ",https://images-se-ed.com/ws/Storage/Originals/978974/033/9789740335108L.jpg
9786169224006,SQL Server 2014 ฉบับ DBA มืออาชีพ,พงษ์พันธ์ ศิวิลัย,หนังสือเล่มนี้เขียนขึ้นจากประสบการณ์ในการทำงานของผู้เขียน ซึ่งผู้อ่านสามารถนำไปประยุกต์ใช้งานได้จริงกับระบบงานภายในองค์กรของผู้อ่านได้ โดยที่เนื้อหาภายในหนังสือเล่มนี้มีการปูพื้นความรู้จากพื้นฐานจนถึงขั้นสูง รวมถึงมีตัวอย่างการใช้งานในแต่ละหัวข้อด้วย เนื้อหาและตัวอย่างหลายส่วนของหนังสือเล่มนี้ล้วนมาจากข้อเสนอแนะ ติชมที่ผู้อ่านหนังสือหลายๆ ท่านที่เคยส่งเมล์และสอบถามมาที่ผู้เขียน ซึ่งผู้เขียนก็ได้นำข้อเสนอแนะดังกล่าวมาใช้ปรับปรุง เพิ่มเติมเนื้อหาและตัวอย่างของหนังสือเล่มนี้ให้ครบถ้วนยิ่งขึ้น เพื่อให้ผู้อ่านสามารถนำไปประยุกต์ใช้ในการทำงานจริง และแก้ปัญหาที่อาจจะเกิดขึ้นในการทำงานได้มากยิ่งขึ้นอีกด้วย ดังนั้น หนังสือเล่มนี้จึงเหมาะสำหรับ ผู้อ่านที่ต้องการเป็น DBA มืออาชีพ (Professional Database Administrator),"บทที่ 1 ติดตั้ง SQL Server 2014 อย่างมืออาชีพบทที่ 2 บริหาร จัดการ ฐานข้อมูล SQL Server 2014บทที่ 3 Tables และ Data Types SQL Server 2014บทที่ 4 ประยุกต์ใช้งาน Sequence SQL Server 2014บทที่ 5 การบริหาร จัดการ Index อย่างมืออาชีพบทที่ 6 บริหาร จัดการความปลอดภัย SQL Server 2014บทที่ 7 Operators, Jobs และ Alertsบทที่ 8 รู้ลึก รู้จริง Backup ฐานข้อมูลบทที่ 9 รู้ลึก รู้จริง Restore ฐานข้อมูลบทที่ 10 Database Snapshotบทที่ 11 SQL Server 2014 Replicationบทที่ 12 SQL Server 2014 High Availability",บริษัท พี.ที. ซิสเต็มส์ คอนซัลท์ติ้ง จำกัด,-,ระบบฐานข้อมูล,Database Systems,ระบบฐานข้อมูลเบื้องต้น สภาวะแวดล้อมของระบบฐานข้อมูล แบบจําลองระบบ ฐานข้อมูล คณิตศาสตร์พื้นฐานที่เกี่ยวข้องกับฐานข้อมูล ภาษาที่ใช้ในการกําหนดรูปแบบและจัดการ ฐานข้อมูล ทฤษฎีและ การใช้งาน ระบบ จัดการ ฐานข้อมูล เทคนิคและวิธีการวิเคราะห์ออกแบบระบบ ฐานข้อมูล กระบวนการพัฒนา ระบบฐานข้อมูล และแนวโน้มที่เกี่ยวข้องกับระบบฐานข้อมูลในอนาคต,"Principles of database, database environment, database system models,mathematics of database; data definition language and data manipulation language, theory and application in database; database management systems; techniques and methods in database analysis and design; database development processes; trend in database technology. ",https://images-se-ed.com/ws/Storage/Originals/978616/922/9786169224006L.jpg
9786162040429,คู่มือการออกแบบระบบงานฐานข้อมูล,สมศักดิ์ โชคชัยชุติกุล,หนังสือเล่มนี้นำเสนอกรณีศึกษาในการออกแบบระบบงานฐานข้อมูลต่างๆ โดยไม่ต้องพะวงกับหลักการและขั้นตอนการทำ Normalization มากนัก นอกจากนี้ยังได้กล่าวถึงความเป็นมาของแบบจำลองฐานข้อมูลแบบต่างๆ การสร้างแผนพี่อาร์พร้อมตัวอย่าง การอธิบายถึงฐานข้อมูลเชิงสัมพันธ์อย่างละเอียด และขั้นตอนการทำ Normalization พร้อมตัวอย่างประกอบไว้ในภาคแรกของหนังสือด้วย เหมาะสำหรับ นักศึกษา นักพัฒนา ระบบฐานข้อมูล และผู้สนใจทั่วไป,Chapter 01 ระบบฐานข้อมูลและความเป็นมาChapter 02 การสร้างแบบจำลองข้อมูลและแผนภาพอีอาร์Chapter 03 ฐานข้อมูลเชิงสัมพันธ์Chapter 04 การทำ NormalizationChapter 05 ระบบงานสินค้าคงคลังChapter 06 ระบบงานร้านหนังสือChapter 07 ระบบงานร้านมินิมาร์ทChapter 08 ระบบงานฝึกอบรมChapter 09 ระบบงานร้านให้เช่าวิดีโอChapter 10 ระบบงานร้านขายยา,บริษัท โปรวิชั่น จำกัด,2010,ระบบฐานข้อมูล,Database Systems,ระบบฐานข้อมูลเบื้องต้น สภาวะแวดล้อมของระบบฐานข้อมูล แบบจําลองระบบ ฐานข้อมูล คณิตศาสตร์พื้นฐานที่เกี่ยวข้องกับฐานข้อมูล ภาษาที่ใช้ในการกําหนดรูปแบบและจัดการ ฐานข้อมูล ทฤษฎีและ การใช้งาน ระบบ จัดการ ฐานข้อมูล เทคนิคและวิธีการวิเคราะห์ออกแบบระบบ ฐานข้อมูล กระบวนการพัฒนา ระบบฐานข้อมูล และแนวโน้มที่เกี่ยวข้องกับระบบฐานข้อมูลในอนาคต,"Principles of database, database environment, database system models,mathematics of database; data definition language and data manipulation language, theory and application in database; database management systems; techniques and methods in database analysis and design; database development processes; trend in database technology. ",https://images-se-ed.com/ws/Storage/Originals/978616/204/9786162040429L.jpg
9749413857,ระบบฐานข้อมูล Oracle Database 10g Express Edition + CD,"ขจรศักดิ์ สังข์เจริญ,ศุภชัย จิวะรังสินี",หนังสือเล่มเจาะลึกระบบฐานข้อมูล Oracle Database 10g ซึ่งระบบซอฟต์แวร์จัดการ ฐานข้อมูลที่ใช้ในงานธุรกิจ โดยไม่มีค่าใช้จ่ายทางลิขสิทธิ์ ซึ่งครอบคลุมวิธีการใช้งานและจัดการข้อมูลผ่านทาง Web-based โดยใช้ Oracle Database Homepage รวมทั้งคำแนะนำการใช้งาน Query Builder และ Object Browser รวมถึงการใช้เทคโนโลยี XML กับฐานข้อมูล Oracle และเครื่องมืออื่น ๆ ที่น่าสนใจ จึงเหมาะสำหรับ ผู้เริ่มต้นใช้งานจนกระทั่งผู้ใช้งานในระดับมืออาชีพ โดยในเล่มแถมฟรีซอฟต์แวร์ ที่สามารถติดตั้งและใช้งานได้ทันที,บทที่ 1 ความรู้เกี่ยวกับระบบฐานข้อมูลเบื้องต้นบทที่ 2 การออกแบบระบบฐานข้อมูลบทที่ 3 Normalizationบทที่ 4 ความรู้เบื้องต้นก่อนใช้ Oracle Database 10g XEบทที่ 5 ขั้นตอนการติดตั้ง Oracle Database 10g XEบทที่ 6 เริ่มลงมือใช้งาน Oracle Database Homepageบทที่ 7 การใช้ภาษา SQL ผ่าน Oracle Database Homepageบทที่ 8 การเลือกดูข้อมูลอย่างง่ายบทที่ 9 การเลือกดูข้อมูลแบบกำหนดเงื่อนไขบทที่ 10 การใช้ Oracle SQL Functions,บริษัท TrainLyst จำกัด,2006,ระบบฐานข้อมูล,Database Systems,ระบบฐานข้อมูลเบื้องต้น สภาวะแวดล้อมของระบบฐานข้อมูล แบบจําลองระบบ ฐานข้อมูล คณิตศาสตร์พื้นฐานที่เกี่ยวข้องกับฐานข้อมูล ภาษาที่ใช้ในการกําหนดรูปแบบและจัดการ ฐานข้อมูล ทฤษฎีและ การใช้งาน ระบบ จัดการ ฐานข้อมูล เทคนิคและวิธีการวิเคราะห์ออกแบบระบบ ฐานข้อมูล กระบวนการพัฒนา ระบบฐานข้อมูล และแนวโน้มที่เกี่ยวข้องกับระบบฐานข้อมูลในอนาคต,"Principles of database, database environment, database system models,mathematics of database; data definition language and data manipulation language, theory and application in database; database management systems; techniques and methods in database analysis and design; database development processes; trend in database technology. ",https://images-se-ed.com/ws/Storage/Originals/974941/385/9749413857L.jpg
9749412087,คัมภีร์ การออกแบบและพัฒนา ระบบฐานข้อมูลด้วย Microsoft Access เล่ม 2,"นวรัตน์ ธนะรุ่งรักษ์,พิรพร หมุนสนิท",เนื้อหาของหนังสือเล่มนี้ จะกล่าวถึงพื้นฐานการเขียนโปรแกรมด้วย Access การพัฒนา  Enterprise Database เพื่อให้สามารถใช้งานฐานข้อมูลร่วมกันระหว่าง Access กับ SQL Server รวมถึงการพัฒนา  Web Database ซึ่งสามารถนำข้อมูลจาก Access มาใช้งานบนอินเตอร์เน็ตและเว็บได้ โดยแสดงคำอธิบายอย่างเป็นขั้นตอนเพื่อให้ผู้อ่านสามารถทำความเข้าใจได้ง่าย และเกิดแนวคิดในการนำวิธีการต่าง ๆ ที่กล่าวไว้ในหนังสือไปประยุกต์ใช้กับงานจริงได้,ส่วนที่ 1 พื้นฐานการโปรแกรมด้วย Accessส่วนที่ 2 การพัฒนา  Enterprise Database ส่วนที่ 3 การพัฒนา  Web Database - ภาคผนวก ก โครงสร้างฐานข้อมูล “Northwind”- ภาคผนวก ข โครงสร้างฐานข้อมูล “RentBook”,สำนักพิมพ์เคทีพี,2006,ระบบฐานข้อมูล,Database Systems,ระบบฐานข้อมูลเบื้องต้น สภาวะแวดล้อมของระบบฐานข้อมูล แบบจําลองระบบ ฐานข้อมูล คณิตศาสตร์พื้นฐานที่เกี่ยวข้องกับฐานข้อมูล ภาษาที่ใช้ในการกําหนดรูปแบบและจัดการ ฐานข้อมูล ทฤษฎีและ การใช้งาน ระบบ จัดการ ฐานข้อมูล เทคนิคและวิธีการวิเคราะห์ออกแบบระบบ ฐานข้อมูล กระบวนการพัฒนา ระบบฐานข้อมูล และแนวโน้มที่เกี่ยวข้องกับระบบฐานข้อมูลในอนาคต,"Principles of database, database environment, database system models,mathematics of database; data definition language and data manipulation language, theory and application in database; database management systems; techniques and methods in database analysis and design; database development processes; trend in database technology. ",https://images-se-ed.com/ws/Storage/Originals/974941/208/9749412087L.jpg
